bodyparts,forehead,forehead,forehead,trunk_base,trunk_base,trunk_base,trunk_01,trunk_01,trunk_01,trunk_02,trunk_02,trunk_02,trunk_03,trunk_03,trunk_03,trunk_04,trunk_04,trunk_04,trunk_nose,trunk_nose,trunk_nose,right_eartop,right_eartop,right_eartop,right_earmid,right_earmid,right_earmid,right_earbtm,right_earbtm,right_earbtm,right_tusk_end,right_tusk_end,right_tusk_end,left_eartop,left_eartop,left_eartop,left_earmid,left_earmid,left_earmid,left_earbtm,left_earbtm,left_earbtm,left_tusk_end,left_tusk_end,left_tusk_end,upper_jaw,upper_jaw,upper_jaw,lower_jaw,lower_jaw,lower_jaw,right_eye,right_eye,right_eye,left_eye,left_eye,left_eye,back_base,back_base,back_base,back_end,back_end,back_end,back_middle,back_middle,back_middle,tail_base,tail_base,tail_base,tail_end,tail_end,tail_end,front_left_thai,front_left_thai,front_left_thai,front_left_knee,front_left_knee,front_left_knee,front_left_paw,front_left_paw,front_left_paw,front_right_thai,front_right_thai,front_right_thai,front_right_knee,front_right_knee,front_right_knee,front_right_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_left_paw,back_left_thai,back_left_thai,back_left_thai,back_right_thai,back_right_thai,back_right_thai,back_left_knee,back_left_knee,back_left_knee,back_right_knee,back_right_knee,back_right_knee,back_right_paw,back_right_paw,back_right_paw,belly_bottom,belly_bottom,belly_bottom,body_middle_right,body_middle_right,body_middle_right,body_middle_left,body_middle_left,body_middle_left
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
19,,,,,,,,,,,,,,,,152.35078,1.4566764,143.7415,,,,148.85315,1.9905335,137.40617,149.44075,-0.3150386,141.27757,,,,,,,,,,,,,147.94902,-1.0102445,143.40808,,,,151.08856,-0.8321292,143.67775,,,,,,,,,,146.2866,-0.008133544,139.52492,140.4637,2.8205817,134.51643,143.7341,0.95916283,137.22987,140.4637,2.8205817,134.51643,141.29863,14.222874,132.8434,145.52612,7.890497,143.80989,146.91077,12.782437,143.24857,146.57956,15.01804,144.0989,,,,150.06126,13.066222,143.19154,150.19185,15.463522,142.53342,138.2308,16.582483,135.30396,139.54991,8.650665,137.01044,140.99886,9.0715275,134.94919,138.79402,14.207828,135.74983,142.31453,14.774073,137.41066,142.38101,17.070023,138.04071,143.88649,9.574328,139.52045,,,,,,
20,,,,,,,,,,,,,,,,152.60608,1.4326079,144.02774,,,,148.87794,1.9616282,137.47438,149.4371,-0.33594805,141.27472,,,,,,,,,,,,,147.94601,-1.027747,143.40565,,,,151.10416,-0.7432512,143.69003,,,,,,,,,,146.28206,-0.0077820257,139.55853,140.53154,2.788428,134.61855,144.17058,0.921711,137.64783,140.53154,2.788428,134.61855,141.2252,14.216459,133.1035,145.52612,7.890497,143.80989,146.95863,12.865668,143.29196,146.13072,15.253617,143.66872,,,,150.3467,12.745389,143.4736,109.822945,16.645918,103.764656,138.31726,16.484865,135.3681,139.69933,8.641884,137.18602,141.076,9.046907,135.02359,138.88629,14.142685,135.87419,142.31287,14.61816,137.41245,142.44037,17.032393,138.09998,143.91501,9.57159,139.58223,,,,,,
21,,,,,,,,,,,,,,,,152.59529,1.4353007,144.05014,,,,148.88066,1.9616255,137.49823,149.9181,-0.3798544,141.7739,,,,,,,,,,,,,147.94576,-1.0261086,143.40594,,,,151.60294,-0.7634137,144.16547,,,,,,,,,,146.71251,-0.024737984,140.00531,140.52089,2.7949023,134.64381,144.25424,0.9235241,137.72905,140.52089,2.7949023,134.64381,141.23677,14.352193,133.18173,145.53558,7.889307,143.82333,146.92358,12.887686,143.26218,146.11763,15.285462,143.66022,148.1232,8.577188,141.94104,150.61177,12.735817,143.7274,111.391815,16.520826,105.61385,138.31781,16.480019,135.36757,140.07855,8.580276,137.554,141.58368,9.062286,135.04376,139.08327,14.001498,136.07455,142.29279,14.465504,137.39336,142.46056,17.032013,138.11964,143.9389,9.713531,139.63664,,,,,,
22,,,,,,,,,,,,,,,,152.54544,1.4369736,144.11133,,,,149.14272,1.9414908,137.78488,149.93544,-0.3898787,141.74892,,,,,,,,,,,,,148.04036,-1.0386851,143.28824,,,,151.55434,-0.75105226,144.22932,,,,,,,,,,146.49406,0.0037030198,139.90417,140.48369,2.7991564,134.71342,144.2939,0.9318874,137.7328,140.48369,2.7991564,134.71342,140.81522,14.341827,133.62897,145.53558,7.889307,143.82333,146.86935,12.906464,143.32533,145.95755,15.3462,143.47482,148.15555,8.560803,141.97232,150.5976,12.693953,143.82004,138.1975,14.758639,131.74841,138.4073,16.480022,135.32784,140.02992,8.577879,137.6161,141.76814,8.92768,135.33452,139.0555,13.919995,136.08897,142.31305,14.443853,137.37155,142.67026,16.932915,137.89125,143.88737,9.883097,139.74007,,,,,,
23,,,,,,,,,,,,,,,,152.56589,1.4701524,144.20497,,,,149.36894,1.8915884,138.04874,149.89233,-0.3984472,141.5725,,,,,,,,,,,,,148.0585,-1.0563384,143.27933,,,,151.52458,-0.72491604,144.27538,,,,,,,,,,146.54478,-0.003143743,139.9886,140.45868,2.7968218,134.75922,144.3062,0.9395045,137.74431,140.45868,2.7968218,134.75922,139.49844,12.264926,134.99144,145.34746,7.823789,143.71086,146.90242,12.90521,143.35777,146.3498,15.421006,143.01027,148.22401,8.198073,141.97049,150.5696,12.536353,143.98528,140.05182,14.540565,133.81749,138.43835,16.448225,135.29234,140.03171,8.561904,137.6142,141.80508,8.792577,135.33714,139.04376,13.938903,136.16344,142.40828,14.185561,137.26907,142.67937,16.753548,137.87201,143.89685,9.913061,139.75482,,,,,,
24,,,,,,,,,,,,,,,,152.58371,1.4619508,144.37584,,,,149.33815,1.8460928,138.12115,150.01878,-0.5564517,141.69626,,,,,,,,,,,,,148.13255,-1.2191962,143.35516,,,,151.52107,-0.7317393,144.38258,,,,,,,,,,146.52995,0.012467061,140.01086,140.50706,3.5259721,135.02592,144.50099,1.0619652,137.92645,140.50706,3.5259721,135.02592,139.4627,12.2494955,135.02841,145.31204,6.473676,143.74863,146.91933,13.046472,143.38483,146.35124,15.665056,143.01991,,,,150.27586,12.179182,144.35478,143.077,14.413966,136.94933,138.51279,16.44639,135.36574,140.0447,8.360383,137.60098,141.82059,8.791789,135.35197,139.12837,13.935472,136.27197,142.42723,14.134128,137.25223,142.69048,16.775703,137.88007,144.06378,10.095471,139.98329,,,,,,
25,,,,,,,,,,,,,,,,152.61172,1.4554832,144.47475,,,,149.36319,1.8684647,138.15213,150.06145,-0.5632265,141.78151,,,,,,,,,,,,,148.12653,-1.180538,143.36221,,,,151.44029,-0.74117905,144.56581,,,,,,,,,,146.53079,0.02372405,140.01361,140.48233,3.519913,135.2447,144.38263,0.9696352,138.06429,140.48233,3.519913,135.2447,139.42357,12.438234,135.01855,145.2022,6.156404,143.77464,147.04002,13.16073,143.28171,146.35414,15.728061,143.02766,,,,150.12086,11.964222,144.9628,143.29662,14.410899,138.52531,138.61366,16.48653,135.48434,140.04759,8.301447,137.65797,141.78932,8.773886,135.38501,139.17966,14.0477295,136.3325,142.55263,14.073713,137.11725,142.64291,16.810707,137.83244,144.09386,10.3417635,140.1134,,,,,,
26,,,,,,,,,,,,,,,,116.50752,-5.7011046,110.3123,,,,149.3751,1.8873603,138.13618,150.07777,-0.54275256,141.80432,,,,,,,,,,,,,148.2296,-1.2057124,143.49641,,,,151.41687,-0.7109968,144.5944,,,,,,,,,,146.46785,0.042006213,140.04742,140.50186,3.5183825,135.30005,144.44351,0.9507208,138.15767,140.50186,3.5183825,135.30005,139.42474,12.428921,135.01735,145.239,6.365836,143.80206,147.04233,13.173876,143.2834,146.29623,15.735653,142.99162,149.6048,6.029015,141.03008,150.14851,11.759429,144.98448,143.14198,14.0894375,138.56323,138.81187,16.642958,135.72466,140.09029,8.284191,137.61061,141.8105,8.812669,135.39056,139.17523,14.171692,136.37486,142.61824,14.127236,137.07175,142.42943,16.779121,137.62596,144.1272,10.274954,140.1784,,,,,,
27,,,,,,,,,,,,,,,,126.893135,-3.7549675,120.31709,,,,149.35114,1.890077,138.26498,150.3858,-0.554915,142.14468,,,,,,,,,,,,,148.29453,-1.2103866,143.61272,,,,151.50044,-0.74212617,144.68678,,,,,,,,,,146.49254,0.012686947,140.06023,140.69824,3.23156,135.42654,144.41869,0.9313524,138.27086,140.63,3.4851263,135.49803,139.46214,12.326656,134.98235,145.37146,6.165397,143.81744,146.96321,13.128534,143.19194,146.36632,15.890371,143.02585,149.82193,6.0164204,141.18327,150.28783,11.783238,145.12946,142.9681,13.99828,138.60124,138.90851,16.658417,135.9756,140.07214,8.1240835,137.58894,141.80246,8.715118,135.37767,139.29453,14.386219,136.42938,142.94093,14.091713,137.15417,142.31734,16.811502,137.75752,144.29018,10.367931,140.26595,,,,,,
28,,,,,,,,,,,,,,,,128.1331,-3.5261765,121.54596,,,,149.49979,1.9017714,138.46536,150.42615,-0.56053054,142.21329,,,,,,,,,,144.42317,0.071325086,143.96309,148.256,-1.2667733,143.65044,,,,151.73845,-0.74789387,144.9378,,,,,,,,,,146.51674,0.0019358653,140.145,140.70747,3.2269309,135.5021,144.34486,1.0573932,138.43652,140.64738,3.4328954,135.56508,139.50206,12.470753,134.98578,145.53397,6.1011395,143.86638,146.96321,13.128534,143.19194,146.36732,15.896029,143.02655,,,,84.976875,11.574686,81.65791,142.96544,14.010215,138.61142,139.08763,16.654364,136.15234,140.33446,8.096654,138.14043,142.0089,8.677263,135.1596,,,,142.96358,14.092032,137.12973,142.596,16.735912,137.4609,144.30716,10.329986,140.34201,,,,,,
29,,,,,,,,,,,,,,,,139.1485,-1.5372119,132.0566,,,,149.69136,1.9491991,138.55478,150.41249,-0.5611999,142.22955,,,,,,,,,,,,,148.27678,-1.2809596,143.85117,,,,151.858,-0.7512909,145.1128,,,,,,,,,,146.44003,-0.006915774,140.31586,140.83722,3.2250133,135.69049,144.50055,0.76238316,138.54877,140.52411,3.3906288,136.0195,139.50206,12.470753,134.98578,145.64557,6.11458,143.97636,146.97055,13.08916,143.18687,146.24,15.774572,142.85439,,,,88.278145,11.547045,84.90237,143.29294,14.004556,138.93695,139.2149,16.564003,136.25932,140.61476,8.073047,138.41708,142.1751,8.645794,135.31258,,,,142.93874,14.151682,137.10706,142.62473,16.694462,137.42987,144.35559,10.305757,140.45053,,,,,,
30,,,,,,,,,,,,,,,,141.51979,-1.0288161,134.30453,,,,149.78738,1.9277208,138.88109,150.51605,-0.556433,142.29816,,,,,,,,,,,,,148.34863,-1.2887783,143.93713,,,,151.97972,-0.7706981,145.22658,,,,,,,,,,146.43678,-0.0070632906,140.31956,140.67485,3.3630362,136.09608,144.56638,0.8706727,138.66344,140.63773,3.3802998,136.13515,139.53073,12.468254,135.17422,146.06552,7.621027,143.58234,147.03912,13.0798855,143.10356,146.21674,15.644903,142.83836,,,,119.216385,11.698487,115.106026,144.36377,13.963749,139.98033,139.43736,16.450304,136.58952,140.62778,7.9144964,138.40875,142.23076,8.586293,135.33047,,,,142.94902,14.142972,137.09317,142.66476,16.848507,137.43819,144.31396,10.216627,140.5232,,,,,,
31,,,,,,,,,,,,,,,,141.89508,-1.0761554,134.65395,,,,149.82262,1.9900669,138.97252,150.75468,-0.6593292,142.52643,,,,,,,,,,,,,148.4126,-1.2958585,144.01544,,,,152.07492,-0.8174261,145.64383,,,,,,,,,,146.5599,-0.04472949,140.7362,140.8574,3.3282387,136.3077,144.7154,0.8102529,139.03685,140.8373,3.346316,136.32893,139.4108,12.580115,135.14526,145.73071,5.9922743,144.01625,147.07367,12.921661,143.0973,146.33516,15.602584,142.9382,,,,126.166595,11.6552925,121.845375,144.37396,13.918449,139.97247,139.56294,16.34682,136.69965,140.80801,7.9915533,138.60634,142.40239,8.541163,135.48521,,,,142.99512,14.134096,137.13812,142.86386,16.779366,137.59787,144.57454,10.177031,140.76733,,,,,,
32,,,,,,,,,,,,,,,,142.99368,-0.9698648,135.6929,,,,149.86852,1.8665222,138.97543,150.82431,-0.6723662,142.59181,,,,,,,,,,,,,148.38449,-1.3023622,144.17867,,,,152.14162,-0.5506977,145.80087,,,,,,,,,,146.53813,-0.061405905,140.78444,141.14468,3.30725,136.5861,145.00462,0.78497934,139.31566,141.14468,3.30725,136.5861,139.49696,12.634888,135.23103,145.8193,5.9553585,144.10555,147.18694,12.898077,143.16974,146.24773,15.433111,143.0393,150.55971,5.888141,141.91245,130.64815,11.610377,126.184,144.43,14.002506,139.98842,139.67856,16.361597,136.81218,140.94653,8.334239,138.70178,142.48459,8.528937,135.56384,,,,143.01917,14.133308,137.16133,142.9317,16.708582,137.65596,144.59428,10.162537,140.78719,,,,,,
33,,,,,,,,,,,,,,,,144.53984,-0.72504795,137.15465,,,,150.06085,1.9002852,138.95726,150.86855,-0.70809966,142.66435,,,,,,,,,,,,,148.45921,-1.2209557,144.27054,,,,152.07327,-0.8695761,145.94534,,,,,,,,,,146.51347,-0.10492705,141.01237,141.19771,3.2138762,136.5904,145.11313,0.60733616,139.38719,141.19771,3.2138762,136.5904,139.11235,14.007021,136.00433,145.78923,7.010625,144.15071,147.20738,12.865217,143.14589,146.2485,15.307757,143.0384,,,,136.53566,11.618802,131.87917,145.04176,13.982109,140.56364,140.12527,16.255186,137.53123,141.0297,8.259156,138.75618,142.5107,8.527313,135.59483,,,,143.0321,14.020124,137.14738,142.95041,16.526928,137.6357,145.18816,10.170386,140.32704,,,,,,
34,,,,,,,,,,,,,,,,144.50554,-0.77004457,137.12267,,,,150.14911,1.9169421,139.03854,150.6915,-0.7362838,143.16992,,,,,,,,,,,,,149.06664,-1.0142975,144.85521,,,,152.078,-0.8737102,145.95465,,,,,,,,,,146.9955,-0.15062478,141.5124,141.24338,3.1745863,136.62135,145.15323,0.6459168,139.42432,141.24338,3.1745863,136.62135,138.98073,14.069578,136.14119,145.85379,7.0067244,144.21474,147.20738,12.865217,143.14589,146.30513,15.30129,143.09312,,,,136.80771,11.605759,132.1449,145.0714,14.000639,140.57349,140.58319,16.165136,137.9859,141.57181,8.301521,139.23666,142.55797,8.577316,135.64563,141.27287,14.130043,138.55746,143.08392,13.950643,137.18132,142.97655,16.413023,137.66458,145.29121,10.2119465,140.41869,,,,,,
35,,,,,,,,,,,,,,,,146.07251,-0.5224004,138.62245,,,,150.38748,1.8978341,139.25992,151.08578,-0.7818735,143.59663,,,,,,,,,,,,,149.12401,-1.0245253,144.90941,,,,152.26387,-0.9040746,146.12895,,,,,,,,,,147.09547,-0.1672117,141.60638,141.30891,3.120976,136.66893,145.1972,0.6607249,139.50473,141.30891,3.120976,136.66893,138.97307,14.06948,136.14917,145.708,6.852205,144.38567,147.27858,12.862569,143.20984,146.33331,15.264447,143.11238,,,,137.64542,11.45031,132.95076,145.35634,13.971884,140.83693,141.20442,15.943332,138.60844,141.62935,8.298517,139.29335,142.60542,8.6095,135.72922,,,,143.10495,14.036769,137.23608,142.98773,16.172415,137.6418,145.452,10.166547,140.57619,,,,,,
36,,,,,,,,,,,,,,,,147.42236,-0.37662154,139.88094,,,,150.5459,1.8618563,139.40785,151.25339,-0.86589366,143.7363,,,,,,,,,,,,,149.13818,-1.0846989,144.89238,,,,152.5054,-0.9964864,146.34079,,,,,,,,,,147.1183,-0.23725532,141.60762,141.30891,3.120976,136.66893,144.9683,0.63953364,139.87555,141.30891,3.120976,136.66893,138.98468,14.069067,136.16061,145.95074,6.8055906,144.55563,147.25418,13.129614,143.24873,146.38722,15.207691,143.15808,,,,139.79498,11.41668,134.99028,145.37582,13.972467,140.81499,141.3003,15.941201,138.68747,141.72572,8.29403,139.37627,142.69328,8.604918,135.81311,,,,143.20601,14.19728,137.30621,142.81847,16.121168,137.46552,145.47095,10.086063,140.59747,,,,,,
37,,,,,,,,,,,,,,,,148.20958,-0.29967338,140.6149,,,,150.60454,1.7745835,139.4646,151.363,-0.8947835,143.8295,,,,,,,,,,,,,149.1253,-1.2196875,144.87198,,,,73.66017,-25.984901,62.630142,,,,,,,,,,147.11076,-0.2580349,141.58914,141.26999,3.0623956,136.88725,144.97649,0.58877736,139.8664,141.40112,3.0685651,136.74776,139.03793,14.081524,136.21684,146.15521,6.749372,144.7473,147.28325,13.002877,143.28363,146.48087,15.075981,143.25058,,,,140.1501,11.391065,134.71637,145.52461,13.922449,140.64685,142.1666,15.89125,139.48343,141.78333,8.272945,139.42888,142.74217,8.587078,135.87271,,,,143.21265,14.140839,137.29901,142.82428,16.0675,137.45924,145.32484,9.701281,140.99808,,,,,,
38,,,,,,,,,,,,,,,,148.55173,-0.25999013,140.87637,,,,150.69086,1.681142,139.50847,151.38585,-0.89968514,143.86111,,,,,,,,,,,,,149.48314,-1.3227712,145.22168,,,,104.58469,-15.236227,98.70491,,,,,,,,,,147.16977,-0.26119205,141.57214,141.28928,2.9528737,136.90483,145.08478,0.6013069,139.97711,141.30734,2.9537373,136.88562,139.1375,13.949315,136.25453,146.22118,6.7308903,144.80902,147.309,12.994597,143.58517,146.55054,15.075922,143.20802,,,,140.22816,11.370999,134.71751,144.68279,14.051793,139.74683,142.30557,15.98883,139.61578,141.93251,8.145792,139.53955,142.56232,8.616817,136.23706,142.4548,13.891053,139.91754,143.36598,14.062151,137.42911,142.84245,16.170053,137.4716,145.4753,9.6606,141.14082,,,,,,
39,,,,,,,,,,,,,,,,148.92482,-0.36402324,141.2324,,,,150.8754,1.6362748,139.67026,151.3325,-0.7874355,144.0491,,,,,,,,,,,,,149.88293,-1.3908523,145.60074,,,,106.93439,-14.817685,101.10941,,,,,,,,,,147.2065,-0.29390794,141.59753,141.31476,2.9226818,136.92163,145.14203,0.4811852,139.99475,141.33282,2.923543,136.9024,139.46733,13.9493475,136.58313,146.38309,7.0799756,144.94998,147.35965,12.683074,143.56097,146.55443,15.0509405,143.2048,,,,140.29129,11.378602,134.77118,,,,142.71964,15.978285,140.0248,142.31793,8.480798,139.90428,142.63292,8.639059,136.29578,143.0112,13.844112,140.461,143.34047,13.905219,137.41641,142.84576,16.174047,137.47734,145.65848,9.63516,141.38339,,,,,,
40,,,,,,,,,,,,,,,,149.13719,-0.38217744,141.4035,,,,151.00226,1.6490699,139.7874,151.62091,-0.7576075,144.32274,,,,,,,,,,,,,149.66081,-1.4078951,145.95064,,,,112.74694,-13.470644,107.06654,,,,,,,,,,147.39447,-0.31903765,141.74203,141.58397,2.8550763,137.14676,145.13902,0.3082788,139.9872,141.58397,2.8550763,137.14676,139.4917,13.949413,136.56902,,,,147.30959,12.543752,143.75476,146.60475,15.04998,143.22102,150.09302,6.91642,143.90564,140.14348,11.377519,134.62889,,,,143.18187,16.018084,140.43985,142.18398,8.340861,140.27574,142.75984,8.644305,136.41714,143.16942,13.688646,140.6176,143.25089,13.883079,137.57024,142.86438,16.173279,137.72426,145.56375,9.632588,141.49388,,,,,,
41,,,,,,,,,,,,,,,,149.569,-0.23793605,141.8401,,,,151.01782,1.6478161,139.80183,151.62135,-0.7576483,144.32317,,,,,,,,,,,,,149.6667,-1.5688968,145.9375,,,,121.97078,-10.665703,116.85115,,,,,,,,,,147.48947,-0.32973227,141.83371,141.61574,2.843174,137.1749,145.14359,0.30786815,139.99164,141.61574,2.843174,137.1749,139.73378,13.95256,136.80582,146.69725,7.0613427,145.21075,147.626,12.380517,144.06183,146.59218,14.922853,143.2088,150.27936,6.8908086,144.08096,,,,,,,143.60585,15.980883,140.85294,142.48682,8.311973,140.59967,143.04105,8.600633,136.68292,143.31892,13.571296,140.74004,143.20274,13.74736,137.52393,142.78542,16.17326,137.9461,145.92143,9.589092,141.84076,,,,,,
42,,,,,,,,,,,,,,,,149.80167,-0.24983022,142.06099,,,,151.0075,1.624351,139.81454,152.06299,-0.8087557,144.70232,,,,,,,,,,,,,150.08876,-1.6092129,146.35005,,,,138.71797,-5.611216,133.44293,,,,,,,,,,147.50046,-0.34209144,141.84468,141.62932,2.8328502,137.18547,145.1771,0.3827471,140.19026,141.62932,2.8328502,137.18547,139.79355,14.018735,136.86075,,,,147.89142,12.357019,144.31937,146.89662,14.761582,143.51654,,,,,,,,,,144.1946,15.890252,141.38654,142.51027,8.336216,140.62064,143.15344,8.844329,136.7427,143.90805,13.455213,141.28734,143.08725,13.489417,137.64923,142.93979,16.179892,138.13373,145.91785,9.557229,141.83675,,,,,,
43,,,,,,,,,,,,,,,,150.36491,-0.17275345,142.70433,,,,151.0586,1.6250156,140.06999,152.15913,-0.8305642,144.58435,,,,,,,,,,,,,150.1307,-1.61322,146.39107,,,,143.99065,-4.1157646,138.60327,,,,,,,,,,147.63342,-0.352365,142.09357,141.63974,2.7567475,137.17433,145.09488,0.42081937,140.28262,141.63974,2.7567475,137.17433,139.90656,14.018847,136.97205,146.78133,6.8431926,145.30621,147.88573,12.281843,144.31743,146.95554,14.759222,143.5744,,,,,,,,,,144.41309,15.889758,141.50655,142.71616,8.320121,140.81538,143.22289,8.840589,136.80934,144.08061,13.448989,141.45778,143.04102,13.4888315,137.69939,142.91022,16.190954,138.1719,146.09216,9.554308,141.84239,,,,,,
44,,,,,,,,,,,,,,,,150.10037,-0.23827857,143.29204,,,,151.1145,1.5989963,140.1701,152.07619,-1.1174623,144.48857,,,,,,,,,,,,,150.12698,-1.7209524,146.36072,,,,145.71606,-3.6620986,140.27657,,,,,,,,,,147.71605,-0.32966855,142.2128,141.85884,2.8559394,137.33725,145.27678,0.46907234,140.46448,141.85884,2.8559394,137.33725,140.10185,13.900775,137.1063,146.9324,6.8200827,145.48627,148.25508,12.201272,144.84032,147.16013,14.498016,143.72067,,,,,,,,,,145.11772,15.8470745,142.19635,142.87778,8.304024,141.00371,143.32964,8.784758,136.92583,144.56636,13.610652,141.89748,142.96962,13.493076,137.68814,142.71353,16.17583,138.03564,146.27641,9.501833,142.01164,,,,,,
45,,,,,,,,,,,,,,,,150.07901,-0.2339531,143.45058,,,,151.1159,1.5343262,140.18536,152.077,-1.1227409,144.48756,,,,149.68669,-0.37525398,145.00223,,,,,,,150.34439,-1.7082913,146.25262,,,,146.22446,-3.4939501,140.76715,,,,,,,,,,147.84076,-0.31844622,142.37572,141.9521,2.8462598,137.40894,145.28587,0.46851933,140.46935,141.9521,2.8462598,137.40894,140.49197,13.777362,137.02116,,,,148.3219,12.180351,144.96352,147.1479,14.510876,143.96474,,,,,,,,,,145.20445,15.645931,142.2908,143.00278,8.232055,141.12306,143.31433,8.407716,136.99564,144.9538,13.578767,142.27257,142.97318,13.515588,137.69504,142.71344,16.106314,138.03575,146.2885,9.501207,142.02342,,,,,,
46,,,,,,,,,,,,,,,,150.2783,-0.21441056,143.64064,,,,151.23122,1.5162001,140.33168,152.1295,-1.148981,144.60298,,,,149.80965,-0.37751535,145.20885,,,,,,,150.473,-1.5960082,146.3763,,,,146.7096,-3.3797572,141.30872,,,,,,,,,,147.67375,-0.29243246,142.29427,142.02429,2.840794,137.47894,145.38776,0.3775722,140.56332,142.02429,2.840794,137.47894,140.82562,13.697473,137.09631,147.09071,6.789788,145.80753,148.41899,12.162491,145.14093,146.8693,14.21899,144.52829,,,,,,,145.6598,13.587033,140.84903,145.3268,15.62345,142.49539,143.16826,8.223619,141.27303,143.20168,8.41524,136.94734,145.12828,13.415144,142.41881,143.07785,13.711634,137.80954,142.69106,16.074265,138.06601,146.1659,9.480955,142.37894,,,,,,
47,,,,149.73799,1.1832314,144.85982,,,,,,,,,,150.77998,-0.035111148,144.19064,,,,151.4453,1.4872297,140.61758,152.28592,-1.1669682,144.80579,,,,150.30687,-0.4689117,145.72128,,,,,,,150.69345,-1.6397997,146.59186,,,,146.76703,-3.3646212,141.39882,,,,,,,,,,147.78688,-0.3049569,142.43855,142.04427,2.8680851,137.50064,145.41939,0.25463772,140.55325,142.04427,2.8680851,137.50064,141.24013,13.430832,137.10039,147.33902,6.7384934,146.06065,148.65567,12.111793,145.40372,146.92622,13.968904,144.93394,,,,,,,,,,145.5603,15.592338,142.74805,143.20125,8.169561,141.22023,143.22748,8.440775,137.06071,145.37651,13.431775,142.6627,143.1393,13.708992,137.91614,142.4838,16.102459,137.9058,146.31769,9.590451,142.55386,,,,,,
48,,,,150.1243,1.1979587,145.23003,,,,,,,,,,151.05432,-0.016919404,144.1943,,,,151.56017,1.4270228,140.7242,152.46245,-1.1488405,144.96582,,,,150.50732,-0.6408385,145.83163,,,,,,,150.7473,-1.5917289,146.64053,,,,146.7914,-3.4467278,141.42198,,,,,,,,,,147.85368,-0.37968868,142.49939,142.04301,2.877292,137.50201,145.5512,0.24283259,140.68106,142.04301,2.877292,137.50201,141.36821,13.112366,137.14224,147.44705,6.7062464,146.16953,149.06508,12.06655,145.80154,147.59012,13.922103,145.58762,,,,,,,,,,145.69667,15.444956,142.85243,143.3177,8.146458,141.08153,143.22314,8.415091,137.05733,145.50233,13.393909,142.77911,143.0702,13.747834,137.84679,142.66951,16.17953,138.07637,146.4465,9.610367,142.67526,,,,,,
49,,,,150.43616,1.2636335,145.51646,,,,,,,,,,151.19421,-0.018688643,144.33997,,,,151.57541,1.3546164,140.73523,152.55316,-1.1572201,145.05229,,,,150.54456,-0.69985855,145.83586,,,,,,,150.93578,-1.5118229,146.80295,,,,147.24547,-3.4744248,141.85478,151.32953,-0.5128989,146.19666,,,,,,,147.9242,-0.4690963,142.56387,142.19096,2.8199065,137.61269,145.55692,0.22729675,140.67459,142.19096,2.8199065,137.61269,141.52104,13.080133,137.28558,147.3978,6.246717,146.14096,148.77464,11.678782,146.57489,147.79657,13.864815,145.79337,,,,,,,144.73154,13.523358,140.95624,145.83424,15.468084,142.98694,143.12086,8.136423,140.88466,143.44176,8.463458,137.28651,145.50162,13.401187,142.79588,143.06845,13.765603,137.83737,142.62238,16.135355,138.01979,146.45946,9.626909,142.68044,,,,,,
50,,,,150.86896,1.0506608,145.8574,,,,,,,,,,151.69365,-0.044705387,144.817,,,,151.604,1.2680796,140.76227,152.80232,-1.1850961,145.287,,,,150.63861,-0.78478104,145.92915,,,,,,,151.29387,-1.5326561,147.15671,,,,147.24797,-3.6244714,141.85869,151.39642,-0.45505202,146.24907,,,,,,,147.91989,-0.6306878,142.53838,142.42624,2.814393,137.85922,145.67032,0.23054565,140.78409,142.42624,2.814393,137.85922,141.56784,12.88068,137.34293,147.70456,6.1833963,146.4384,136.90828,11.2252655,134.86151,148.4147,13.83592,146.39803,,,,,,,142.91235,13.483905,139.17818,145.9425,15.503182,143.10178,143.11868,8.123354,140.88284,143.56119,8.414087,137.40239,145.50093,13.39742,142.79538,143.06831,13.764862,137.8373,142.61725,16.180918,138.02536,146.50172,9.590398,142.71796,,,,,,
51,,,,151.03773,1.0890582,145.97482,,,,,,,,,,151.81279,-0.11999253,144.93262,,,,151.7046,1.2559401,140.86896,152.8948,-1.2640117,145.37291,,,,150.64732,-0.7942229,145.9034,,,,,,,151.36583,-1.6515768,147.19038,,,,147.5271,-3.579524,142.12791,151.77945,-0.43538874,146.61847,154.03935,1.6375756,148.20158,,,,148.02158,-0.6630835,142.59564,142.46129,2.816081,137.82132,145.70573,0.22955981,140.78392,142.46129,2.816081,137.82132,141.6593,12.737638,137.44127,,,,139.43524,11.156515,137.36339,148.47282,13.504454,146.44008,,,,,,,150.02582,13.577031,146.13216,145.97179,15.470966,143.1111,143.12341,8.082922,140.87761,143.56963,8.414358,137.39323,145.49533,13.494555,142.79016,143.04994,13.739404,137.821,142.62877,16.184908,138.0117,146.63544,9.522452,142.80426,,,,,,
